NÂº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,08/10/2023,04:00,HK U23,Kitchee,30.0,14.5,1.02
2,POLAND - DIVISION 1,08/10/2023,07:40,Motor Lublin,Legnica,2.7,3.4,2.3
3,SWEDEN - SUPERETTAN,08/10/2023,08:00,Trelleborg,GAIS,4.75,4.2,1.62
4,NORTH MACEDONIA - 1. MFL,08/10/2023,09:00,Vardar,Shkendija,5.9,3.8,1.52
5,UZBEKISTAN - SUPER LEAGUE,08/10/2023,09:00,Andijan,Pakhtakor,4.15,3.15,1.87
6,SWEDEN - ALLSVENSKAN,08/10/2023,10:00,Kalmar,Malmo FF,5.0,4.0,1.67
7,SWEDEN - SUPERETTAN,08/10/2023,10:00,Sundsvall,Brage,3.1,3.5,2.2
8,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,08/10/2023,10:00,GOSK Gabela,Borac Banja Luka,4.45,3.6,1.7
9,UZBEKISTAN - SUPER LEAGUE,08/10/2023,10:30,Buxoro,Navbahor Namangan,5.6,3.45,1.6
10,GEORGIA - CRYSTALBET EROVNULI LIGA,08/10/2023,11:00,Gagra,Telavi,3.25,3.0,2.12
11,SPAIN - PRIMERA RFEF,08/10/2023,11:00,Granada CF B,Alcoyano,2.75,2.8,2.7
12,MOROCCO - BOTOLA PRO,08/10/2023,12:00,Jeunesse Sportive Soualem,FUS Rabat,4.0,3.0,1.91
13,AUSTRIA - BUNDESLIGA,08/10/2023,12:00,A. Klagenfurt,Salzburg,8.5,5.5,1.33
14,IVORY COAST - LIGUE 1,08/10/2023,12:30,Sporting Gagnoa,SO Armee,2.95,3.0,2.27
15,SWEDEN - ALLSVENSKAN,08/10/2023,12:30,Varberg,Djurgarden,7.5,4.5,1.44
16,ITALY - SERIE C,08/10/2023,13:30,Pineto,Pontedera,2.82,3.0,2.52
17,NICARAGUA - LIGA PRIMERA,08/10/2023,18:00,Sport Sebaco,Managua FC,2.82,3.5,2.22
18,BOLIVIA - DIVISION PROFESIONAL,08/10/2023,18:30,Wilstermann,Bolivar,2.88,3.25,2.25
