,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,GEORGIA - CRYSTALBET EROVNULI LIGA,28/11/2023,07:00,Gagra,Samtredia,2.4,3.15,2.67,1.7,1.93,1.59,2.29,0.9,1.1357816,1.409,1.3,1.1874342,1.123,0.41666666,0.31746033,0.37453184,0.5882353,0.5181347,0.11000738,-0.4,2.323,1,0.5067
2,GEORGIA - CRYSTALBET EROVNULI LIGA,28/11/2023,07:00,Samgurali,Dila Gori,3.4,3.3,1.95,1.7,1.91,1.64,2.2,1.3,1.1874342,0.928,1.5,1.2845232,0.65,0.29411766,0.3030303,0.51282054,0.5882353,0.5235602,0.27314913,-0.2,2.472,1,0.5123
3,MONTENEGRO - PRVA CRNOGORSKA LIGA,28/11/2023,09:00,Jedinstvo,Petrovac,2.75,3.05,2.52,1.93,1.7,1.7,1.93,1.3,1.4177446,0.685,1.0,1.0954452,0.82,0.36363637,0.32786885,0.3968254,0.5181347,0.5882353,0.077617824,0.3,2.513,1,0.5062
4,ALBANIA - SUPERLIGA,28/11/2023,09:30,Kukesi,Skenderbeu,2.2,3.2,2.92,2.07,1.6,1.84,1.92,1.5,1.2845232,1.147,0.9,1.1357816,1.311,0.45454547,0.3125,0.34246576,0.4830918,0.625,0.16530086,0.6,2.42,1,0.5035
5,ALBANIA - SUPERLIGA,28/11/2023,09:30,Laci,Egnatia,2.7,3.2,2.35,2.0,1.65,1.8,1.96,2.0,1.264911,0.75,1.7,1.3453624,0.746,0.37037036,0.3125,0.42553192,0.5,0.6060606,0.12490818,0.3,2.61,1,0.5136
6,GEORGIA - CRYSTALBET EROVNULI LIGA,28/11/2023,10:00,Telavi,Saburtalo Tbilisi,2.22,3.35,2.77,1.7,1.93,1.6,2.27,1.5,1.2845232,0.996,1.1,1.3,1.063,0.45045045,0.29850745,0.36101082,0.5882353,0.5181347,0.16853051,0.4,2.585,1,0.5105
7,INDIA - I-LEAGUE,28/11/2023,10:30,Rajasthan United,Aizawl,4.05,3.8,1.72,1.55,2.15,1.55,2.15,0.7,1.1874342,1.017,0.8,1.1661904,0.816,0.24691358,0.2631579,0.5813953,0.6451613,0.4651163,0.42325684,-0.1,2.354,1,0.5044
8,ARMENIA - PREMIER LEAGUE,28/11/2023,11:00,Shirak Gyumri,Pyunik Yerevan,9.75,5.6,1.21,1.43,2.54,2.01,1.76,0.4,0.9165151,1.678,2.6,0.8,0.522,0.102564104,0.17857143,0.8264463,0.6993007,0.39370078,0.8797864,-2.2,1.717,1,0.6493
9,GEORGIA - CRYSTALBET EROVNULI LIGA,28/11/2023,12:00,Dinamo Tbilisi,Dinamo Batumi,2.42,3.3,2.52,1.52,2.22,1.44,2.69,2.0,1.264911,0.643,2.3,1.1,0.648,0.41322315,0.3030303,0.3968254,0.65789473,0.45045045,0.13083768,-0.3,2.365,1,0.5055
10,ALBANIA - SUPERLIGA,28/11/2023,12:00,Teuta,Vllaznia,2.5,3.0,2.65,2.12,1.57,1.88,1.88,1.7,1.3453624,0.964,1.0,1.0954452,0.837,0.4,0.33333334,0.3773585,0.4716981,0.6369427,0.074762344,0.7,2.441,1,0.5035
11,ROMANIA - LIGA 2,28/11/2023,12:00,Concordia,Unirea Slobozia,2.05,3.05,3.8,2.42,1.5,2.12,1.65,1.5,1.2845232,1.475,1.3,1.1874342,0.982,0.4878049,0.32786885,0.2631579,0.41322315,0.6666667,0.26255706,0.2,2.472,1,0.5007
12,SCOTLAND - CHAMPIONSHIP,28/11/2023,16:45,Dunfermline,Arbroath,1.85,3.3,3.8,1.98,1.88,1.8,1.91,1.7,1.3453624,0.957,1.2,1.2489996,1.201,0.5405405,0.3030303,0.2631579,0.5050505,0.5319149,0.33191928,0.5,2.594,1,0.5134
13,ENGLAND - LEAGUE TWO,28/11/2023,16:45,Sutton,Crewe,2.63,3.5,2.6,1.7,2.1,1.57,2.25,1.3,1.4177446,0.982,1.5,1.2845232,0.679,0.38022813,0.2857143,0.3846154,0.5882353,0.47619048,0.13028368,-0.2,2.702,1,0.6904
14,SCOTLAND - LEAGUE ONE,28/11/2023,16:45,Montrose,Falkirk,5.75,4.33,1.5,1.57,2.35,1.73,2.0,1.2,1.4696939,0.967,2.3,1.1,0.613,0.17391305,0.23094688,0.6666667,0.6369427,0.42553192,0.6161633,-1.1,2.57,1,0.8
15,ENGLAND - LEAGUE TWO,28/11/2023,16:45,Forest Green,Bradford City,2.75,3.4,2.5,1.98,1.88,1.73,2.0,0.9,1.3747727,1.023,1.4,1.356466,0.888,0.36363637,0.29411766,0.4,0.5050505,0.5319149,0.1245857,-0.5,2.731,1,0.5813
16,ENGLAND - LEAGUE TWO,28/11/2023,16:45,Barrow,Walsall,1.95,3.5,4.0,2.0,1.85,1.83,1.83,1.6,1.2,0.922,0.8,1.1661904,0.704,0.51282054,0.2857143,0.25,0.5,0.5405405,0.33301803,0.8,2.366,1,0.5465
17,ENGLAND - LEAGUE TWO,28/11/2023,16:45,Gillingham,AFC Wimbledon,2.63,3.4,2.63,2.05,1.75,1.8,1.91,1.6,1.4282857,1.181,1.6,1.2,0.939,0.38022813,0.29411766,0.38022813,0.4878049,0.5714286,0.11547661,0.0,2.628,1,0.6942
18,ENGLAND - LEAGUE TWO,28/11/2023,16:45,Harrogate,Wrexham,5.75,3.8,1.6,1.65,2.2,1.62,2.2,0.9,1.3747727,1.079,1.7,1.1,0.87,0.17391305,0.2631579,0.625,0.6060606,0.45454547,0.5509304,-0.8,2.475,1,0.9059
19,ENGLAND - LEAGUE ONE,28/11/2023,16:45,Cambridge Utd,Lincoln,2.5,3.3,2.88,2.3,1.6,1.95,1.8,1.8,1.2489996,0.764,1.5,1.2845232,0.64,0.4,0.3030303,0.3472222,0.4347826,0.625,0.11322821,0.3,2.534,1,0.5996
20,SCOTLAND - LEAGUE ONE,28/11/2023,16:45,Annan,Hamilton,5.5,4.33,1.53,1.57,2.35,1.73,2.0,2.0,1.264911,0.702,1.5,1.2845232,1.015,0.18181819,0.23094688,0.6535948,0.6369427,0.42553192,0.59577394,0.5,2.549,1,1.0
21,ENGLAND - LEAGUE ONE,28/11/2023,16:45,Wigan,Fleetwood,2.25,3.6,3.0,1.83,2.03,1.7,2.05,1.6,1.4282857,0.739,0.9,1.1357816,0.645,0.44444445,0.2777778,0.33333334,0.5464481,0.49261084,0.19692934,0.7,2.564,1,0.5093
22,ENGLAND - LEAGUE ONE,28/11/2023,16:45,Stevenage,Peterborough,2.6,3.4,2.63,1.9,1.95,1.7,2.05,1.9,1.1357816,0.832,1.4,1.356466,0.785,0.3846154,0.29411766,0.38022813,0.5263158,0.51282054,0.11803683,0.5,2.492,1,0.5454
23,ENGLAND - LEAGUE ONE,28/11/2023,16:45,Port Vale,Derby,3.5,3.6,2.05,1.95,1.9,1.8,1.95,1.8,1.4696939,0.82,1.6,1.4282857,0.913,0.2857143,0.2777778,0.4878049,0.51282054,0.5263158,0.27734625,0.2,2.898,1,0.7763
24,ENGLAND - LEAGUE ONE,28/11/2023,16:45,Oxford Utd,Bolton,2.38,3.5,2.9,1.85,2.0,1.67,2.1,2.0,1.264911,0.453,2.0,1.264911,0.784,0.42016807,0.2857143,0.3448276,0.5405405,0.5,0.15710412,0.0,2.53,1,0.5804
25,ENGLAND - LEAGUE ONE,28/11/2023,16:45,Charlton,Cheltenham,1.55,4.2,6.0,1.67,2.15,1.8,1.95,1.9,1.3747727,0.531,0.7,1.1874342,1.542,0.6451613,0.23809524,0.16666667,0.5988024,0.4651163,0.60220337,1.2,2.562,1,0.8705
26,ENGLAND - LEAGUE ONE,28/11/2023,16:45,Bristol Rovers,Leyton Orient,2.1,3.5,3.4,1.93,1.93,1.7,2.05,1.3,1.1874342,0.491,1.0,1.0954452,0.929,0.47619048,0.2857143,0.29411766,0.5181347,0.5181347,0.24964708,0.3,2.283,1,0.6303
27,ENGLAND - LEAGUE ONE,28/11/2023,16:45,Burton,Portsmouth,4.5,3.6,1.83,1.9,1.95,1.75,2.0,1.3,1.1874342,1.29,2.0,1.0,0.652,0.22222222,0.2777778,0.5464481,0.5263158,0.51282054,0.40587437,-0.7,2.187,1,0.9377
28,ENGLAND - LEAGUE ONE,28/11/2023,16:45,Blackpool,Northampton,1.53,4.2,6.0,1.9,1.95,1.95,1.8,1.7,1.3453624,0.671,1.2,1.4696939,0.811,0.6535948,0.23809524,0.16666667,0.5263158,0.51282054,0.6085675,0.5,2.815,1,0.6891
29,ENGLAND - CHAMPIONSHIP,28/11/2023,16:45,Middlesbrough,Preston,1.7,3.6,5.25,1.88,1.98,1.8,1.91,1.4,1.356466,0.951,0.8,1.1661904,0.876,0.5882353,0.2777778,0.1904762,0.5319149,0.5050505,0.4846921,0.6,2.523,1,0.6154
30,ENGLAND - CHAMPIONSHIP,28/11/2023,16:45,Cardiff,West Brom,2.7,3.3,2.63,2.25,1.62,1.83,1.83,2.0,1.264911,0.515,0.9,1.1357816,0.779,0.37037036,0.3030303,0.38022813,0.44444445,0.61728394,0.097676106,1.1,2.401,1,0.6962
31,ENGLAND - LEAGUE TWO,28/11/2023,16:45,Morecambe,Newport,2.38,3.3,3.1,1.85,1.95,1.62,2.2,2.1,1.1357816,0.657,1.2,1.4696939,0.791,0.42016807,0.3030303,0.32258064,0.5405405,0.51282054,0.14698137,0.9,2.605,1,0.6094
32,SCOTLAND - PREMIERSHIP,28/11/2023,16:45,Ross County,St. Mirren,2.8,3.0,2.75,2.25,1.62,1.95,1.8,1.1,1.3,1.262,1.2,1.2489996,0.702,0.35714287,0.33333334,0.36363637,0.44444445,0.61728394,0.037074886,-0.1,2.549,1,0.7515
33,ENGLAND - CHAMPIONSHIP,28/11/2023,17:00,Watford,Norwich,2.1,3.4,3.6,1.85,2.0,1.67,2.1,1.5,1.2845232,0.665,1.1,1.3,0.778,0.47619048,0.29411766,0.2777778,0.5405405,0.5,0.2574094,0.4,2.585,1,0.5567
34,ARGENTINA - COPA DE LA LIGA PROFESIONAL,28/11/2023,19:00,Barracas Central,Argentinos Jrs,3.4,3.0,2.25,2.4,1.53,2.0,1.73,1.9,1.1357816,0.894,1.1,1.3,0.939,0.29411766,0.33333334,0.44444445,0.41666666,0.6535948,0.17819072,0.8,2.436,1,0.7684
35,BRAZIL - SERIE A,28/11/2023,21:30,Vasco,Corinthians,1.91,3.3,4.33,2.3,1.6,2.05,1.7,1.9,1.3747727,1.193,1.0,1.0954452,0.929,0.5235602,0.3030303,0.23094688,0.4347826,0.625,0.3531154,0.9,2.47,1,0.6939
